artist,title,Unnamed: 0,ranking,last_week_rank,peak_position,weeks_on_chart,chart_date
Johnny Kemp,Secrets Of Flying,1988-05-28_29,29,0,29,1,1988-05-28
Johnny Lytle,The Village Caller!,1966-03-12_18,18,0,18,1,1966-03-12
Johnny Mathis,"Up, Up And Away",1967-12-30_20,20,0,20,1,1967-12-30
Johnny Mathis,You Light Up My Life,1978-04-15_38,38,0,38,1,1978-04-15
Johnny Mathis And Deniece Williams,That's What Friends Are For,1978-08-05_22,22,44,22,2,1978-08-05
Johnny Nash,Hold Me Tight,1968-12-21_40,40,47,40,3,1968-12-21
Johnny Nash,I Can See Clearly Now,1972-10-28_36,36,42,36,3,1972-10-28
Joji,BALLADS 1,2018-11-10_1,1,0,1,1,2018-11-10
Joji,In Tongues (EP),2017-11-25_28,28,0,28,1,2017-11-25
Jon B,Bonafide,1995-06-10_34,34,0,34,1,1995-06-10
Jon B,Cool Relax,1997-10-04_37,37,0,37,1,1997-10-04
Jon B,Helpless Romantic,2008-11-15_11,11,0,11,1,2008-11-15
Jon B,Pleasures U Like,2001-04-07_3,3,0,3,1,2001-04-07
Jon B,Stronger Everyday,2004-10-23_19,19,0,19,1,2004-10-23
Jon Connor,Unconscious State,2013-07-20_35,35,0,35,1,2013-07-20
Jonathan Butler,Head To Head,1994-10-01_32,32,0,32,1,1994-10-01
Jonathan Butler,Jonathan Butler,1987-06-20_30,30,48,30,2,1987-06-20
Jonathan Butler,More Than Friends,1988-11-19_33,33,42,33,4,1988-11-19
Jonny Craig,Find What You Love And Let It Kill You,2013-10-12_37,37,0,37,1,2013-10-12
Jordin Sparks,Right Here Right Now,2015-09-12_11,11,0,11,1,2015-09-12
Jorja Smith,Lost & Found,2018-06-23_23,23,0,23,1,2018-06-23
Jose Feliciano,Feliciano!,1968-07-20_21,21,0,21,1,1968-07-20
Jose Feliciano,Feliciano/10 To 23,1969-07-19_23,23,0,23,1,1969-07-19
Jose Feliciano,Souled,1968-12-14_25,25,48,25,2,1968-12-14
Jose James,No Beginning No End,2013-02-09_15,15,0,15,1,2013-02-09
Jose James,While You Were Sleeping,2014-06-28_38,38,0,38,1,2014-06-28
Joshua Ledet,American Idol: Season 11: Highlights (EP),2012-07-21_9,9,0,9,1,2012-07-21
Joss Stone,Colour Me Free!,2009-11-07_9,9,0,9,1,2009-11-07
Joss Stone,Introducing Joss Stone,2007-04-07_4,4,0,4,1,2007-04-07
Joss Stone,LP1,2011-08-13_3,3,0,3,1,2011-08-13
Joss Stone,Mind Body & Soul,2004-10-16_15,15,0,15,1,2004-10-16
Joss Stone,The Soul Sessions (EP),2004-05-08_38,38,47,38,29,2004-05-08
Joss Stone,The Soul Sessions: Vol. 2,2012-08-18_3,3,0,3,1,2012-08-18
Joss Stone,Water For Your Soul,2015-08-22_6,6,0,6,1,2015-08-22
"Joyce ""Fenderella"" Irby",Maximum Thrust,1989-05-27_38,38,46,38,3,1989-05-27
Joyce Kennedy,Lookin' For Trouble,1984-09-08_30,30,47,30,2,1984-09-08
Joyce Sims,Come Into My Life,1988-02-13_30,30,43,30,8,1988-02-13
Jr. Walker & The All Stars,"""Live!""",1967-10-07_25,25,0,25,1,1967-10-07
Jr. Walker & The All Stars,A Gasssss,1970-10-10_32,32,0,32,1,1970-10-10
Jr. Walker & The All Stars,Home Cookin',1969-02-15_32,32,0,32,1,1969-02-15
Jr. Walker & The All Stars,Jr. Walker & The All Stars Live,1970-06-13_33,33,47,33,4,1970-06-13
Jr. Walker & The All Stars,Moody Jr.,1972-01-22_36,36,0,36,1,1972-01-22
Jr. Walker & The All Stars,Rainbow Funk,1971-07-31_29,29,0,29,1,1971-07-31
Jr. Walker & The All Stars,Road Runner,1966-08-27_22,22,0,22,1,1966-08-27
Jr. Walker & The All Stars,Shotgun,1965-07-03_8,8,0,8,1,1965-07-03
Jr. Walker & The All Stars,Soul Session,1966-04-02_20,20,0,20,1,1966-04-02
Jr. Walker & The All Stars,What Does It Take To Win Your Love,1970-01-10_29,29,45,29,3,1970-01-10
Judith Hill,Back In Time,2015-11-14_28,28,0,28,1,2015-11-14
Juelz Santana,From Me To U,2003-09-06_3,3,0,3,1,2003-09-06
Juelz Santana,What The Game's Been Missing!,2005-12-10_1,1,0,1,1,2005-12-10
Juice WRLD,Goodbye & Good Riddance,2018-06-02_10,10,0,10,1,2018-06-02
Juicy,It Takes Two,1986-03-29_40,40,42,40,5,1986-03-29
Juicy J,Chronicles Of The Juice Man: Underground Album,2002-08-03_17,17,0,17,1,2002-08-03
Juicy J,Stay Trippy,2013-09-14_2,2,0,2,1,2013-09-14
Juicy J Of Three 6 Mafia,Hustle Till I Die,2009-07-04_21,21,0,21,1,2009-07-04
Juicy J Wiz Khalifa,TGOD Mafia: Rude Awakening,2016-06-25_3,3,0,3,1,2016-06-25
Jungle Brothers,Raw Deluxe,1997-06-21_37,37,0,37,1,1997-06-21
Junior,Acquired Taste,1986-05-17_35,35,46,35,3,1986-05-17
Junior,Ji,1982-05-08_39,39,0,39,1,1982-05-08
Junior M.A.F.I.A.,Conspiracy,1995-09-16_2,2,82,2,2,1995-09-16
Jurassic 5,Feedback,2006-08-12_12,12,0,12,1,2006-08-12
Jurassic 5,Power In Numbers,2002-10-26_13,13,0,13,1,2002-10-26
Jurassic 5,Quality Control,2000-07-08_33,33,0,33,1,2000-07-08
Jus Bleezy,Jus Bleezy Presents: Go Hard Or Go Home: The MixTape,2008-11-08_33,33,0,33,1,2008-11-08
Just-Ice,Kool & Deadly,1988-02-13_23,23,41,23,4,1988-02-13
Just-Ice,The Desolate One,1989-04-08_38,38,56,38,2,1989-04-08
Justin Timberlake,FutureSex/LoveSounds,2006-09-30_1,1,0,1,1,2006-09-30
Justin Timberlake,Justified,2002-11-23_2,2,0,2,1,2002-11-23
Justin Timberlake,The 20/20 Experience,2013-04-06_1,1,53,1,2,2013-04-06
Justin Timberlake,The 20/20 Experience (2 Of 2),2013-10-19_1,1,0,1,1,2013-10-19
Justine Skye,Emotionally Unavailable,2015-07-11_37,37,0,37,1,2015-07-11
Juvenile,400 Degreez,1998-11-21_7,7,0,7,1,1998-11-21
Juvenile,Beast Mode,2010-07-24_13,13,0,13,1,2010-07-24
Juvenile,Being Myself (Remixed),1999-06-05_30,30,0,30,1,1999-06-05
Juvenile,Cocky & Confident,2009-12-19_7,7,0,7,1,2009-12-19
Juvenile,Juve The Great,2004-01-10_5,5,0,5,1,2004-01-10
Juvenile,Project English,2001-09-08_2,2,0,2,1,2001-09-08
Juvenile,Reality Check,2006-03-25_1,1,0,1,1,2006-03-25
Juvenile,Rejuvenation,2012-07-07_39,39,0,39,1,2012-07-07
Juvenile,Tha G-Code,2000-01-01_1,1,0,1,1,2000-01-01
"Juvenile, Wacko & Skip",The Beginning Of The End...,2004-06-05_17,17,0,17,1,2004-06-05
"Juvenile/Michael ""5000"" Watts",Juve The Great: Screwed & Chopped,2004-05-15_40,40,0,40,1,2004-05-15
K,John W. Anderson Presents KaSandra,1968-11-23_37,37,0,37,1,1968-11-23
K Camp,In Due Time,2014-05-10_40,40,0,40,1,2014-05-10
K Camp,Lyric Ave (EP),2016-09-24_26,26,0,26,1,2016-09-24
K Camp,Only Way Is Up,2015-09-26_5,5,0,5,1,2015-09-26
K'Jon,I Get Around,2009-08-22_1,1,0,1,1,2009-08-22
K'Jon,Moving On,2012-05-05_39,39,0,39,1,2012-05-05
K'Naan,More Beautiful Than Silence (EP),2012-02-11_32,32,0,32,1,2012-02-11
K'Naan,Troubadour,2009-03-14_33,33,0,33,1,2009-03-14
K-9 Posse,K-9 Posse,1989-03-18_39,39,51,39,3,1989-03-18
K-Ci & JoJo,Emotional,2002-12-14_18,18,0,18,1,2002-12-14
K-Ci & JoJo,It's Real,1999-07-10_2,2,0,2,1,1999-07-10
K-Ci & JoJo,Love Always,1997-07-05_9,9,0,9,1,1997-07-05
K-Ci & JoJo,My Brother's Keeper,2013-10-19_20,20,0,20,1,2013-10-19
K-Ci & JoJo,X,2000-12-23_3,3,0,3,1,2000-12-23
K-Dee,"Ass, Gas Or Cash (No One Rides For Free)",1994-12-03_37,37,45,37,3,1994-12-03
K-Solo,Time's Up,1992-07-11_40,40,46,40,4,1992-07-11
K. Michelle,Anybody Wanna Buy A Heart?,2014-12-27_2,2,0,2,1,2014-12-27
K. Michelle,Kimberly: The People I Used To Know,2017-12-30_23,23,0,23,1,2017-12-30
K. Michelle,More Issues Than Vogue,2016-04-16_1,1,0,1,1,2016-04-16
K. Michelle,Rebellious Soul,2013-08-31_1,1,0,1,1,2013-08-31
KC And The Sunshine Band,Do You Wanna Go Party,1979-07-07_30,30,60,30,2,1979-07-07
KC And The Sunshine Band,Flashback With KC And The Sunshine Band,2012-07-21_33,33,41,33,25,2012-07-21
KC And The Sunshine Band,K C And The Sunshine Band,1975-08-23_22,22,44,22,2,1975-08-23
KC And The Sunshine Band,Part 3,1976-10-30_10,10,0,10,1,1976-10-30
KC And The Sunshine Band,Who Do Ya Love,1978-09-02_40,40,50,40,2,1978-09-02
KIDS SEE GHOSTS,KIDS SEE GHOSTS,2018-06-23_1,1,0,1,1,2018-06-23
KING,We Are KING,2016-02-27_20,20,0,20,1,2016-02-27
KRS-One,I Got Next,1997-06-07_2,2,0,2,1,1997-06-07
KRS-One,KRS-One,1995-10-28_2,2,0,2,1,1995-10-28
KRS-One,Kristyles,2003-07-12_30,30,0,30,1,2003-07-12
KRS-One,Return Of The Boom Bap,1993-10-16_5,5,0,5,1,1993-10-16
KRS-One,The Mix Tape,2002-09-21_39,39,43,39,2,2002-09-21
KRS-One,The Sneak Attack,2001-05-12_9,9,0,9,1,2001-05-12
KRS-One & Buckshot,Survival Skills,2009-10-03_19,19,0,19,1,2009-10-03
KRS-One & Marley Marl,Hip Hop Lives,2007-06-09_23,23,0,23,1,2007-06-09
KSI,Keep Up (EP),2016-01-30_19,19,0,19,1,2016-01-30
KYLE,Beautiful Loser,2013-08-24_40,40,0,40,1,2013-08-24
KYLE,Light Of Mine,2018-06-02_16,16,0,16,1,2018-06-02
KYLE,Smyle,2015-10-24_10,10,0,10,1,2015-10-24
Kali Uchis,Isolation,2018-04-21_17,17,0,17,1,2018-04-21
Kalin And Myles,Kalin And Myles,2015-12-12_17,17,0,17,1,2015-12-12
Kam,Made In America,1995-04-01_20,20,0,20,1,1995-04-01
Kam,Neva Again,1993-03-06_24,24,0,24,1,1993-03-06
Kandace Springs,Soul Eyes,2016-07-16_32,32,0,32,1,2016-07-16
Kandi,Hey Kandi...,2000-10-07_32,32,0,32,1,2000-10-07
Kandi,Kandi Koated,2011-01-01_17,17,0,17,1,2011-01-01
Kane & Abel,Am I My Brothers Keeper,1998-07-25_1,1,98,1,2,1998-07-25
Kane & Abel,Rise To Power,1999-10-09_11,11,0,11,1,1999-10-09
Kane & Abel,The 7 Sins,1996-10-26_29,29,0,29,1,1996-10-26
Kano,Kano,1981-02-07_37,37,42,37,3,1981-02-07
Kanye West,808s & Heartbreak,2008-12-13_1,1,52,1,2,2008-12-13
Kanye West,Graduation,2007-09-29_1,1,0,1,1,2007-09-29
Kanye West,Late Registration,2005-09-17_1,1,54,1,2,2005-09-17
Kanye West,My Beautiful Dark Twisted Fantasy,2010-12-11_1,1,59,1,2,2010-12-11
Kanye West,The College Dropout,2004-02-28_1,1,0,1,1,2004-02-28
Kanye West,The Life Of Pablo,2016-04-23_2,2,0,2,1,2016-04-23
Kanye West,Yeezus,2013-07-06_1,1,0,1,1,2013-07-06
Kanye West,ye,2018-06-16_1,1,0,1,1,2018-06-16
Kardinal Offishall,Not 4 Sale,2008-09-27_10,10,0,10,1,2008-09-27
Karen Clark-Sheard,2nd Chance,2002-08-17_27,27,0,27,1,2002-08-17
Karen Clark-Sheard,Finally Karen,1997-11-22_28,28,0,28,1,1997-11-22
Karina,First Love,2008-09-06_11,11,0,11,1,2008-09-06
Karyn White,Karyn White,1988-10-15_36,36,58,36,3,1988-10-15
Karyn White,Make Him Do Right,1994-10-15_22,22,0,22,1,1994-10-15
Karyn White,Ritual Of Love,1991-10-05_34,34,0,34,1,1991-10-05
Kashif,Condition Of The Heart,1985-12-21_35,35,51,35,2,1985-12-21
Kashif,Kashif,1983-04-09_33,33,0,33,1,1983-04-09
Kashif,Love Changes,1987-12-12_31,31,52,31,2,1987-12-12
Kashif,Send Me Your Love,1984-07-21_29,29,51,29,2,1984-07-21
Kausion,South Central Los Skanless,1995-11-04_37,37,75,37,2,1995-11-04
KeKe Wyatt,Ke' Ke' (EP),2014-05-24_38,38,0,38,1,2014-05-24
KeKe Wyatt,Rated Love,2016-05-14_19,19,0,19,1,2016-05-14
KeKe Wyatt,Soul Sista,2001-12-01_9,9,0,9,1,2001-12-01
KeKe Wyatt,Who Knew?,2010-03-13_35,35,0,35,1,2010-03-13
Keak Da Sneak,Deified,2008-06-28_34,34,0,34,1,2008-06-28
Kehlani,SweetSexySavage,2017-02-18_2,2,0,2,1,2017-02-18
Kehlani,You Should Be Here,2015-05-16_5,5,0,5,1,2015-05-16
Keith Murray,Enigma,1996-12-14_6,6,0,6,1,1996-12-14
Keith Murray,He's Keith Murray,2003-08-02_11,11,0,11,1,2003-08-02
Keith Murray,It's A Beautiful Thing,1999-01-30_9,9,0,9,1,1999-01-30
Keith Murray,Rap-Murr-Phobia (The Fear Of Real Hip-Hop),2007-08-18_7,7,0,7,1,2007-08-18
Keith Murray,The Most Beautifullest Thing In This World,1994-11-26_5,5,0,5,1,1994-11-26
Keith Sweat,'Til The Morning,2011-11-26_8,8,0,8,1,2011-11-26
Keith Sweat,Didn't See Me Coming,2000-12-02_5,5,0,5,1,2000-12-02
Keith Sweat,Dress To Impress,2016-08-13_4,4,0,4,1,2016-08-13
Keith Sweat,Get Up On It,1994-07-16_1,1,0,1,1,1994-07-16
Keith Sweat,Harlem Romance: The Love Collection,2015-02-28_39,39,0,39,1,2015-02-28
Keith Sweat,I'll Give All My Love To You,1990-07-07_21,21,57,21,2,1990-07-07
Keith Sweat,Just Me,2008-05-31_1,1,0,1,1,2008-05-31
Keith Sweat,Keep It Comin',1991-12-14_31,31,0,31,1,1991-12-14
Keith Sweat,Keith Sweat,1996-07-13_1,1,0,1,1,1996-07-13
Keith Sweat,Keith Sweat Live,2003-02-22_34,34,0,34,1,2003-02-22
Keith Sweat,Make It Last Forever,1988-01-09_37,37,55,37,3,1988-01-09
Keith Sweat,Rebirth,2002-08-31_7,7,0,7,1,2002-08-31
Keith Sweat,Ridin' Solo,2010-07-10_4,4,0,4,1,2010-07-10
Keith Sweat,StilL In The Game,1998-10-10_2,2,0,2,1,1998-10-10
Keith Washington,KW,1998-03-28_30,30,0,30,1,1998-03-28
Keith Washington,Make Time For Love,1991-05-11_33,33,91,33,2,1991-05-11
Keith Washington,You Make It Easy,1993-10-09_15,15,0,15,1,1993-10-09
Kelis,Kaleidoscope,2000-01-22_27,27,50,27,5,2000-01-22
Kelis,Kelis Was Here,2006-09-09_6,6,0,6,1,2006-09-09
Kelis,Tasty,2003-12-27_7,7,0,7,1,2003-12-27
Kellee Patterson,Be Happy,1977-12-03_38,38,45,38,7,1977-12-03
Kelly Price,Kelly,2011-05-21_9,9,0,9,1,2011-05-21
Kelly Price,Mirror Mirror,2000-07-15_3,3,0,3,1,2000-07-15
Kelly Price,Priceless,2003-05-17_2,2,0,2,1,2003-05-17
Kelly Price,Sing / Pray / Love / Vol. 1: Sing,2014-06-21_10,10,0,10,1,2014-06-21
Kelly Price,Soul Of A Woman,1998-08-29_3,3,0,3,1,1998-08-29
Kelly Price,This Is Who I Am,2006-11-11_9,9,0,9,1,2006-11-11
Kelly Rowland,Here I Am,2011-08-13_1,1,0,1,1,2011-08-13
Kelly Rowland,Ms. Kelly,2007-07-21_2,2,0,2,1,2007-07-21
Kelly Rowland,Simply Deep,2002-11-09_3,3,0,3,1,2002-11-09
Kelly Rowland,Talk A Good Game,2013-07-06_4,4,0,4,1,2013-07-06
Kem,Album II,2005-06-04_1,1,0,1,1,2005-06-04
Kem,Intimacy: Album III,2010-09-04_2,2,95,2,2,2010-09-04
Kem,Kemistry,2003-03-15_29,29,0,29,1,2003-03-15
Kem,Promise To Love: Album IV,2014-09-13_1,1,0,1,1,2014-09-13
Kem,What Christmas Means,2012-11-03_19,19,0,19,1,2012-11-03
Kendrick Lamar,DAMN.,2017-05-06_1,1,0,1,1,2017-05-06
Kendrick Lamar,Section.80,2011-07-16_25,25,0,25,1,2011-07-16
Kendrick Lamar,To Pimp A Butterfly,2015-04-04_1,1,0,1,1,2015-04-04
Kendrick Lamar,"good kid, m.A.A.d city",2012-11-10_1,1,0,1,1,2012-11-10
Kendrick Lamar,untitled unmastered.,2016-03-26_1,1,0,1,1,2016-03-26
"Kenny ""Babyface"" Edmonds",Playlist,2007-10-06_7,7,0,7,1,2007-10-06
Kenny Burrell,The Tender Gender,1966-12-10_25,25,0,25,1,1966-12-10
Kenny G,At Last... The Duets Album,2004-12-11_21,21,0,21,1,2004-12-11
Kenny G,Breathless,1992-12-05_4,4,0,4,1,1992-12-05
Kenny G,Classics In The Key Of G,1999-07-17_37,37,0,37,1,1999-07-17
Kenny G,Duotones,1986-09-20_16,16,56,16,2,1986-09-20
Kenny G,Faith: A Holiday Album,1999-12-11_16,16,47,16,2,1999-12-11
Kenny G,G Force,1984-03-03_40,40,43,40,2,1984-03-03
Kenny G,Gravity,1985-06-22_38,38,44,38,4,1985-06-22
Kenny G,Holiday Collection,2006-12-16_40,40,63,40,4,2006-12-16
Kenny G,I'm In The Mood For Love...The Most Romantic Melodies Of All Time,2006-12-02_22,22,0,22,1,2006-12-02
Kenny G,Live,1990-01-20_35,35,50,35,5,1990-01-20
Kenny G,Miracles: The Holiday Album,1994-12-03_22,22,0,22,1,1994-12-03
Kenny G,Paradise,2002-10-05_15,15,0,15,1,2002-10-05
Kenny G,Rhythm & Romance,2008-02-23_15,15,0,15,1,2008-02-23
Kenny G,Silhouette,1988-11-05_27,27,44,27,2,1988-11-05
Kenny G,The Greatest Holiday Classics,2005-12-17_26,26,53,26,4,2005-12-17
Kenny G,The Moment,1996-10-19_9,9,0,9,1,1996-10-19
Kenny G,Wishes,2002-12-21_38,38,47,38,4,2002-12-21
Kenny Lattimore,A Kenny Lattimore Christmas,2016-12-24_37,37,0,37,1,2016-12-24
Kenny Lattimore,Anatomy Of A Love Song,2015-05-02_14,14,0,14,1,2015-05-02
Kenny Lattimore,From The Soul Of Man,1998-11-07_15,15,0,15,1,1998-11-07
Kenny Lattimore,Kenny Lattimore,1996-06-01_37,37,0,37,1,1996-06-01
Kenny Lattimore,Timeless,2008-09-27_6,6,0,6,1,2008-09-27
Kenny Lattimore,Weekend,2001-10-27_24,24,0,24,1,2001-10-27
Kenny Lattimore & Chante Moore,Things That Lovers Do,2003-03-01_3,3,0,3,1,2003-03-01
Kenny Lattimore & Chante Moore,Uncovered/Covered,2006-10-28_10,10,0,10,1,2006-10-28
Keri Hilson,In A Perfect World...,2009-04-11_1,1,94,1,2,2009-04-11
Keri Hilson,No Boys Allowed,2011-01-08_7,7,0,7,1,2011-01-08
Kevin Gates,By Any Means,2014-04-05_5,5,0,5,1,2014-04-05
Kevin Gates,By Any Means 2,2017-10-14_3,3,50,3,2,2017-10-14
Kevin Gates,Islah,2016-02-20_2,2,0,2,1,2016-02-20
Kevin Gates,Luca Brasi 3,2018-10-13_3,3,0,3,1,2018-10-13
Kevin Gates,Murder For Hire II,2016-06-18_3,3,0,3,1,2016-06-18
Kevin Gates,Stranger Than Fiction,2013-08-03_11,11,0,11,1,2013-08-03
Kevin Lyttle,Kevin Lyttle,2004-08-14_8,8,0,8,1,2004-08-14
Kevon Edmonds,24/7,1999-11-13_15,15,0,15,1,1999-11-13
Kevon Edmonds,Who Knew,2009-10-31_9,9,0,9,1,2009-10-31
Key Glock,Glockoma,2018-12-08_17,17,0,17,1,2018-12-08
Keyshia Cole,11:11 Reset,2017-11-11_20,20,0,20,1,2017-11-11
Keyshia Cole,A Different Me,2009-01-03_1,1,0,1,1,2009-01-03
Keyshia Cole,Calling All Hearts,2011-01-08_5,5,0,5,1,2011-01-08
Keyshia Cole,Just Like You,2007-10-13_1,1,0,1,1,2007-10-13
Keyshia Cole,Point Of No Return,2014-10-25_1,1,0,1,1,2014-10-25
Keyshia Cole,The Way It Is,2005-07-09_2,2,0,2,1,2005-07-09
Keyshia Cole,Woman To Woman,2012-12-08_2,2,0,2,1,2012-12-08
Khalid,American Teen,2017-03-25_6,6,0,6,1,2017-03-25
Khalid,Suncity,2018-11-03_5,5,0,5,1,2018-11-03
Khia Featuring DSD,Thug Misses,2002-04-20_39,39,50,39,8,2002-04-20
Kia Shine,Due Season,2007-08-18_16,16,0,16,1,2007-08-18
Kiara,To Change And/Or Make A Difference,1988-10-22_37,37,43,37,5,1988-10-22
Kid 'N Play,2 Hype,1988-12-03_30,30,47,30,2,1988-12-03
Kid 'N Play,Face The Nation,1991-11-09_36,36,48,36,4,1991-11-09
Kid 'N Play,Kid 'N Play's Funhouse,1990-04-07_29,29,55,29,2,1990-04-07
Kid Cudi,Indicud,2013-05-04_1,1,0,1,1,2013-05-04
Kid Cudi,Man On The Moon II: The Legend Of Mr. Rager,2010-11-27_1,1,0,1,1,2010-11-27
Kid Cudi,Man On The Moon: The End Of Day,2009-10-03_5,5,0,5,1,2009-10-03
Kid Cudi,"Passion, Pain & Demon Slayin'",2017-01-07_5,5,0,5,1,2017-01-07
Kid Cudi,SATELLITE FLIGHT: The journey to Mother Moon,2014-03-15_2,2,0,2,1,2014-03-15
Kid Ink,Almost Home (EP),2013-06-15_5,5,0,5,1,2013-06-15
Kid Ink,Full Speed,2015-02-21_1,1,0,1,1,2015-02-21
Kid Ink,My Own Lane,2014-01-25_2,2,0,2,1,2014-01-25
Kid Ink,Summer In The Winter,2016-01-16_10,10,0,10,1,2016-01-16
Kid Ink,Up & Away,2012-06-30_3,3,0,3,1,2012-06-30
Kiddo,Kiddo,1983-04-23_39,39,41,39,4,1983-04-23
Kidz In The Hall,Land Of Make Believe,2010-03-27_37,37,0,37,1,2010-03-27
"Kierra '""KiKi"" Sheard",I Owe You,2004-09-25_29,29,0,29,1,2004-09-25
"Kierra '""KiKi"" Sheard",This Is Me,2006-07-15_16,16,0,16,1,2006-07-15
Killa Beez,Wu-Tang Productions Present: Killa Beez -- The Sting,2002-03-30_9,9,0,9,1,2002-03-30
Killah Priest,Heavy Mental,1998-03-28_4,4,0,4,1,1998-03-28
Killah Priest,View From Masada,2000-05-27_18,18,0,18,1,2000-05-27
Killarmy,Dirty Weaponry,1998-08-29_13,13,0,13,1,1998-08-29
Killarmy,Fear Love & War,2001-09-29_34,34,0,34,1,2001-09-29
Killarmy,Silent Weapons For Quiet Wars,1997-08-23_10,10,0,10,1,1997-08-23
Killer Mike,I Pledge Allegiance To The Grind II,2008-07-26_17,17,0,17,1,2008-07-26
Killer Mike,Monster,2003-03-29_4,4,0,4,1,2003-03-29
Killer Mike,Pl3dge,2011-06-04_23,23,0,23,1,2011-06-04
Killer Mike,R.A.P. Music,2012-06-02_12,12,0,12,1,2012-06-02
Killer Mike,Underground Atlanta,2009-09-19_34,34,0,34,1,2009-09-19
Kim Waters,I Want You: Love In The Spirit Of Marvin,2008-11-15_12,12,0,12,1,2008-11-15
Kim Waters,In The Name Of Love,2004-05-15_24,24,0,24,1,2004-05-15
Kindred The Family Soul,"A ""Couple"" Friends",2014-06-28_23,23,0,23,1,2014-06-28
Kindred The Family Soul,In This Life Together,2005-10-08_15,15,0,15,1,2005-10-08
Kindred The Family Soul,Legacy Of Love,2016-09-17_40,40,0,40,1,2016-09-17
Kindred The Family Soul,Love Has No Recession,2011-08-13_19,19,0,19,1,2011-08-13
Kindred The Family Soul,Surrender To Love,2003-04-19_39,39,42,39,2,2003-04-19
Kindred The Family Soul,The Arrival,2008-11-08_7,7,0,7,1,2008-11-08
King Curtis,Get Ready,1970-09-05_37,37,41,37,4,1970-09-05
King Curtis,Instant Groove,1969-08-23_40,40,47,40,2,1969-08-23
King Curtis,King Size Soul,1967-12-23_28,28,0,28,1,1967-12-23
King Curtis,Live At Fillmore West,1971-08-14_31,31,0,31,1,1971-08-14
King Curtis,The Great Memphis Hits,1967-06-03_23,23,0,23,1,1967-06-03
King Floyd,King Floyd,1971-06-12_27,27,41,27,2,1971-06-12
King Just,Mystics Of The God,1995-06-03_33,33,0,33,1,1995-06-03
King Lil G,90s Kid,2015-03-28_16,16,0,16,1,2015-03-28
King Lil G,Lost In Smoke 2,2016-05-07_40,40,0,40,1,2016-05-07
King Los,"God, Money, War",2015-07-11_6,6,0,6,1,2015-07-11
King Tee,Act A Fool,1989-02-18_38,38,44,38,9,1989-02-18
King Tee,At Your Own Risk,1990-11-17_40,40,42,40,4,1990-11-17
King Tee,IV Life,1995-04-15_23,23,0,23,1,1995-04-15
King Tee,Tha Triflin' Album,1993-02-13_17,17,0,17,1,1993-02-13
Kirk Franklin,Hello Fear,2011-04-09_3,3,0,3,1,2011-04-09
Kirk Franklin,Hero,2005-10-22_4,4,0,4,1,2005-10-22
Kirk Franklin,Losing My Religion,2015-12-05_3,3,0,3,1,2015-12-05
Kirk Franklin,"Songs From The Storm, Volume I",2006-11-25_9,9,0,9,1,2006-11-25
Kirk Franklin,The Fight Of My Life,2008-01-05_7,7,0,7,1,2008-01-05
Kirk Franklin,The Nu Nation Project,1998-10-17_5,5,76,5,2,1998-10-17
Kirk Franklin,The Rebirth Of Kirk Franklin,2002-03-09_1,1,92,1,2,2002-03-09
Kirk Franklin And The Family,Kirk Franklin And The Family,1994-12-24_33,33,0,33,1,1994-12-24
Kirk Franklin And The Family,Whatcha Lookin' 4,1996-05-18_6,6,92,6,2,1996-05-18
Kirk Franklin Presents 1NC,Kirk Franklin Presents 1NC,2000-09-02_21,21,0,21,1,2000-09-02
Kirk Knight,Late Knight Special,2015-11-21_33,33,0,33,1,2015-11-21
Kleeer,License To Dream,1981-03-14_38,38,45,38,3,1981-03-14
Kleeer,Taste The Music,1982-03-13_38,38,42,38,4,1982-03-13
Kleeer,Winners,1980-04-12_37,37,43,37,7,1980-04-12
Klique,It's Winning Time,1981-07-25_40,40,44,40,4,1981-07-25
Klique,Love Cycles,1985-06-15_38,38,44,38,6,1985-06-15
Klique,Try It Out,1983-10-01_32,32,0,32,1,1983-10-01
Klymaxx,Klymaxx,1986-12-20_34,34,43,34,3,1986-12-20
Klymaxx,Meeting In The Ladies Room,1985-01-26_34,34,50,34,2,1985-01-26
Klymaxx,The Maxx Is Back,1990-07-07_36,36,41,36,4,1990-07-07
Knoc-Turn'Al,L.A. Confidential Presents Knoc-Turn'Al (EP),2002-08-17_26,26,0,26,1,2002-08-17
Knoc-Turn'Al,The Way I Am,2004-04-10_17,17,0,17,1,2004-04-10
Kodak Black,Dying To Live,2018-12-29_1,1,0,1,1,2018-12-29
Kodak Black,Heart Break Kodak,2018-02-24_22,22,0,22,1,2018-02-24
Kodak Black,Painting Pictures,2017-04-22_2,2,0,2,1,2017-04-22
Kodak Black,Project Baby Two,2017-09-09_1,1,0,1,1,2017-09-09
Koffee Brown,Mars/Venus,2001-03-24_7,7,0,7,1,2001-03-24
Kokane,The Legend Continues,2012-08-04_27,27,55,27,2,2012-08-04
Kokomo,Kokomo,1975-07-26_37,37,42,37,9,1975-07-26
Kool & The Gang,As One,1982-10-09_18,18,0,18,1,1982-10-09
Kool & The Gang,Celebrate,1980-10-25_20,20,0,20,1,1980-10-25
Kool & The Gang,Emergency,1984-12-15_34,34,0,34,1,1984-12-15
Kool & The Gang,Forever,1986-12-06_24,24,0,24,1,1986-12-06
Kool & The Gang,Good Times,1973-03-31_38,38,43,38,2,1973-03-31
